text,label
I feel like I m living in a strange world my wife s paternal grandmother often said,5
I feel hopeless to cure their disorders I can remember that I am working with human beings with feelings and fears just like me,0
I have been procrastinating about the post birthday entry and now that its well past the fact it feels somewhat unimportant to even mention,0
I have to give notice to those involved that such will be a regular feature until I gain what I feel are sincere and rational responses to my enquiries particularly as I will be notifying shadow ministers of the outcome,1
I actually feel solidarity with the americans who went on to cry for blood in iraq tortured prisoners and the stripping of the bill of rights,4
I trust my kids however I feel helpless enough in here over so many things and I m upset at the lack of respect for the few little things I asked them not to do,4
I tend to keep my mouth shut because I am not well enough informed but when it comes to public education I can speak what I feel because thats one topic I am passionate about and do my best to keep up with,1
I feel that all my ducks are in a row and I can actually rest assured and assuredly rest that I have everything in as good an order as I can possibly make it,1
I do not like to feel embarrassed when my kids watch it,0
I am feeling less fearful today ptl,4
I feel welcomed and times id just really walk away because I feel as if they dont want me there,1
I love to sew cook and also dabble in mixed media art when I feel like getting messy,0
I feel as though this was a project we missed in february or last years february,0
I am feeling especially lonely,0
I started to feel alarmed the voices were so noisy that I actually couldnt listen to my own thoughts,4
I just have to feel threatened to be reminded that I will be saved,4
